question,answer,source,page
По какому документу (СНиП 3.01.03-84) указываются места установки рабочих реперов?,"Тип рабочих реперов, места их установки указываются в геодезическом разделе
ППР или в ППГР.",Data1_11_11285_index.pdf,30
Какое административное наказание предусмотрено за нарушение сроков обслуживания и погашения государственного (муниципального) долга?,"Нарушение сроков обслуживания и погашения государственного 
(муниципального) долга 
Нарушение сроков обслуживания и погашения государственного (муниципального) долга - 
влечет наложение административного штрафа на должностных лиц в размере от двадцати тысяч до 
пятидесяти тысяч рублей или дисквалификацию на срок от одного года до двух лет.",Административный кодекс Российской Федерации.pdf,316
Могут ли собственники установить взнос на капитальный ремонт выше минимального?,"В случае формирования фонда капитального ремонта на счете регионального оператора собственники 
жилых помещений в многоквартирном доме уплачивают взносы на капитальный ремонт на основании 
платежных документов, представленных региональным оператором, в сроки, установленные для внесения 
платы за жилое помещение и коммунальные услуги, если иное не установлено законом субъекта 
Российской Федерации.",Жилищный кодекс Российской Федерации.pdf,157
"Какие действия должен предпринять налоговый орган после принятия решения об отказе, приостановлении, возобновлении или аннулировании свидетельства?","Вышестоящий налоговый орган оставляет без рассмотрения жалобу полностью или в части, если 
установит, что: 
1) жалоба подана с нарушением порядка, установленного пунктом 1 статьи 139.2 настоящего Кодекса, или в 
жалобе не указаны акты налогового органа ненормативного характера, действия или бездействие его 
должностных лиц, которые привели к нарушению прав лица, подавшего жалобу; 
2) жалоба подана после истечения срока подачи жалобы, установленного настоящим Кодексом, и не 
содержит ходатайства о его восстановлении или в восстановлении пропущенного срока на подачу жалобы 
отказано; 
3) до принятия решения по жалобе от лица, ее подавшего, поступило заявление об отзыве жалобы 
полностью или в части; 
4) ранее подана жалоба по тем же основаниям, за исключением случая, если после ее рассмотрения 
разрешен спор о том же предмете и по тем же основаниям в порядке, предусмотренном главой 20.3 
настоящего Кодекса; 
5) до принятия решения по жалобе налоговый орган сообщил об устранении нарушения прав лица, 
подавшего жалобу, в порядке, установленном пунктом 1.1 статьи 139 настоящего Кодекса; 
6) до принятия решения по жалобе налоговый спор о том же предмете и по тем же основаниям был 
разрешен судом; 
7) жалоба не подписана лицом, подавшим жалобу, или его представителем либо не представлены 
оформленные в установленном порядке документы, подтверждающие полномочия представителя лица на 
ее подписание; 
8) до принятия решения по жалобе организация, подавшая жалобу, исключена из Единого государственного 
реестра юридических лиц по решению регистрирующего органа или ликвидирована либо получены 
сведения о смерти или об объявлении умершим физического лица, подавшего жалобу, и при этом спорное 
правоотношение не допускает правопреемства.",Налоговый кодекс Российской Федерации.pdf,375
Какие телефоны доступны для бесплатной юридической консультации в Москве и Московской области?,"Предприятием выполнены работы на многочисленных объектах в Москве и Московской области, а также во
многих городах РФ и странах СНГ
Основные
характеристики
конструкций
Высоконадежная поликарбонатная система в полной комплектации.",Data1_10_10846_index.pdf,48
"Какие решения принимаются о подготовке и реализации бюджетных инвестиций в объекты государственной собственности Российской Федерации, находящиеся в оперативном управлении или хозяйственном ведении федеральных государственных учреждений стоимостью менее 3 миллиардов рублей?","Решения о подготовке и реализации бюджетных инвестиций в объекты государственной 
собственности Российской Федерации, находящиеся в оперативном управлении или хозяйственном 
ведении: 
федеральных государственных учреждений стоимостью 3 миллиарда рублей и более, а 
также федеральных государственных загранучреждений и федеральных государственных 
унитарных предприятий независимо от стоимости принимаются в форме правовых актов 
Правительства Российской Федерации; 
федеральных государственных учреждений стоимостью менее 3 миллиардов рублей 
принимаются в форме правовых актов Правительства Российской Федерации или в случаях и 
порядке, которые установлены Правительством Российской Федерации, в форме правовых актов 
федеральных органов исполнительной власти или иных организаций, осуществляющих в 
соответствии с настоящим Кодексом полномочия главного распорядителя средств федерального 
бюджета 
(органов 
управления 
государственными 
внебюджетными 
фондами 
Российской 
Федерации).",Бюджетный кодекс Российской Федерации.pdf,103
Что происходит с пунктами 3.1 и 4 статьи 183?,"В целях применения налоговых ставок в соответствии с подпунктом 2 пункта 2 и подпунктом 2 пункта 3 
настоящей статьи учитывается определяемый в соответствии с пунктами 3, 4 и 5 статьи 25.8 настоящего 
Кодекса объем капитальных вложений, осуществленных за период: 
не превышающий трех лет со дня включения организации в реестр участников региональных 
инвестиционных проектов, либо за период с 1 января 2016 года до 1 января 2019 года по выбору 
налогоплательщика, при условии, что инвестиционной декларацией предусмотрено осуществление 
капитальных вложений в объеме от 50 миллионов до 500 миллионов рублей; 
не превышающий пяти лет со дня включения организации в реестр участников региональных 
инвестиционных проектов, либо за период с 1 января 2016 года до 1 января 2021 года по выбору 
налогоплательщика, при условии, что инвестиционной декларацией предусмотрено осуществление 
капитальных вложений в объеме не менее 500 миллионов рублей.",Налоговый кодекс Российской Федерации.pdf,1101
Какие примеры расчета приведенных затрат приведены в разделе «Экономическая оценка» согласно ГОСТ МДС 80-3.2000?,"Примеры заполнения ведомости расчета ресурсных сметных норм и таблицы
РСН приведены в приложениях 5, 6 и 6а.",Data1_2_2073_index.pdf,5
Какой ГОСТ определяет стоимость 1 м² общей площади для культурно-бытового строительства?,"Затраты, общие для всех объектов, входящих в состав комплекса,
распределяются следующим образом: стоимость внутримикрорайонных инженерных
сетей, 
тепловых 
пунктов, 
насосных 
станций, 
фидерных 
подстанций,
газораспределительных 
пунктов 
- 
пропорционально 
потребностям 
объектов;
стоимость работ по благоустройству и озеленению территории - пропорционально
площадям участков; остальные средства (затраты, связанные с размещением в
первых этажах жилых домов или в пристроенных к ним специальных помещениях
различных по назначению предприятий и учреждений) - пропорционально общей
площади объектов или строительному объему зданий.",Data1_2_2080_index.pdf,3
Какие сведения подлежат указанию в декларации на товары в отношении сделки с товарами и ее условий?,"Комментарии к статьям на сайте 
https://tkeaes.ru/ 
 
 
 
интеллектуальной собственности, идентификации, отнесения к одному 10-значному коду Товарной 
номенклатуры внешнеэкономической деятельности; 
код товаров в соответствии с Товарной номенклатурой внешнеэкономической деятельности; 
происхождение товаров; 
наименование страны отправления и страны назначения; 
производитель товаров; 
товарный знак; 
наименование места происхождения товара, являющееся объектом интеллектуальной 
собственности, включенным 
в 
единый 
таможенный 
реестр 
объектов 
интеллектуальной 
собственности 
государств-членов 
и 
(или) 
национальный 
таможенный 
реестр 
объектов 
интеллектуальной собственности, который ведется таможенным органом государства-члена, 
таможенному органу которого подается декларация на товары; 
описание упаковок; 
цена, количество в килограммах (вес брутто и вес нетто) и в дополнительных единицах 
измерения; 
таможенная стоимость товаров (величина, метод определения таможенной стоимости 
товаров); 
статистическая стоимость; 
5) об исчислении таможенных платежей, специальных, антидемпинговых, компенсационных 
пошлин: 
ставки таможенных пошлин, налогов, таможенных сборов, специальных, антидемпинговых, 
компенсационных пошлин; 
льготы по уплате таможенных платежей; 
тарифные преференции; 
суммы исчисленных таможенных пошлин, налогов, таможенных сборов, специальных, 
антидемпинговых, компенсационных пошлин; 
курс валют, применяемый для исчисления таможенных пошлин, налогов, специальных, 
антидемпинговых, компенсационных пошлин в соответствии с настоящим Кодексом; 
6) о сделке с товарами и ее условиях; 
7) о соблюдении запретов и ограничений в соответствии со статьей 7 настоящего Кодекса; 
8) о соблюдении условий помещения товаров под таможенную процедуру; 
9) о документах, подтверждающих сведения, заявленные в декларации на товары, указанных 
в статье 108 настоящего Кодекса; 
10) о документах, подтверждающих соблюдение законодательства государств-членов, 
контроль за соблюдением которого возложен на таможенные органы; 
11) о лице, заполнившем декларацию на товары, и дата ее составления; 
12) иные сведения, определяемые Комиссией.",Таможенный кодекс Евразийского экономического союза.pdf,116
Как определяется сметная стоимость ремонта основных средств?,"Совокупная стоимость основных средств определяется как сумма первоначальной стоимости всех 
амортизируемых основных средств, введенных в эксплуатацию по состоянию на начало налогового 
периода, в котором образуется резерв предстоящих расходов на ремонт основных средств.",Налоговый кодекс Российской Федерации.pdf,1215
Каков расход химически очищенной воды при испытании паровых котлов ДЕ-16-14ГМ по ГОСТ МДС 81-8.2000?,"оборудования (на
2 котла)
1
2
3
4
5
6
7
8
   
Расход
материалов при
испытании
паровых котлов
ДЕ-16-14ГМ 
(2
котла)
 
 
 
 
 
1 Счет
поставщика
Газ
естественный
тыс.",Data1_10_10864_index.pdf,29
Какие права и ответственности разъясняются специалисту?,"Судья, а при коллегиальном рассмотрении дела председательствующий в судебном 
заседании: 
1) открывает судебное заседание и объявляет, какое дело подлежит рассмотрению; 
2) проверяет явку в судебное заседание лиц, участвующих в деле, их представителей и иных 
участников арбитражного процесса, устанавливает их личность и проверяет полномочия; 
устанавливает, извещены ли надлежащим образом лица, не явившиеся в судебное заседание, и 
какие имеются сведения о причинах их неявки; 
3) выясняет вопрос о возможности слушания дела; 
4) объявляет состав арбитражного суда, сообщает, кто ведет протокол судебного заседания, 
кто участвует в качестве эксперта, переводчика, и разъясняет лицам, участвующим в деле, их право 
заявлять отводы; 
5) разъясняет лицам, участвующим в деле, и иным участникам арбитражного процесса их 
процессуальные права и обязанности; 
6) удаляет из зала судебного заседания явившихся свидетелей до начала их допроса; 
7) предупреждает переводчика об уголовной ответственности за заведомо неправильный 
перевод, эксперта за дачу заведомо ложного заключения, свидетелей (непосредственно перед их 
допросом) за дачу заведомо ложных показаний и отказ от дачи показаний; 
8) определяет с учетом мнений лиц, участвующих в деле, последовательность проведения 
процессуальных действий и продолжительность выступлений; 
9) выясняет, поддерживает ли истец иск, признает ли иск ответчик, не хотят ли стороны 
закончить дело мировым соглашением или применить процедуру медиации, о чем делаются 
соответствующие записи в протоколе судебного заседания; 
10) руководит судебным заседанием, обеспечивает условия для всестороннего и полного 
исследования доказательств и обстоятельств дела, обеспечивает рассмотрение заявлений и 
ходатайств лиц, участвующих в деле; 
11) принимает меры по обеспечению в судебном заседании надлежащего порядка.",Арбитражный процессуальный кодекс Российской Федерации.pdf,78
Какие ставки используются для определения платежей по процентам за кредиты банков?,"Целевые 
иностранные кредиты включают связанные кредиты иностранных государств, иностранных 
юридических лиц, а также нефинансовые кредиты международных финансовых организаций; 
связанные кредиты иностранных государств, иностранных юридических лиц - форма 
привлечения средств на возвратной и возмездной основах для закупок товаров, работ и услуг за 
счет средств иностранных государств, иностранных юридических лиц в основном в стране 
кредитора; 
нефинансовые кредиты международных финансовых организаций - форма привлечения 
средств на возвратной и возмездной основах для закупок преимущественно на конкурсной основе 
товаров, работ и услуг в целях осуществления инвестиционных проектов или проектов 
структурных реформ при участии и за счет средств международных финансовых организаций; 
государственный 
(муниципальный) 
долг 
- 
обязательства, 
возникающие 
из 
государственных (муниципальных) заимствований, гарантий по обязательствам третьих лиц, 
другие обязательства в соответствии с видами долговых обязательств, установленными настоящим 
Кодексом, принятые на себя Российской Федерацией, субъектом Российской Федерации или 
муниципальным образованием; 
государственный (муниципальный) внутренний долг - долговые обязательства 
публично-правового образования, возникающие в валюте Российской Федерации; 
государственный (муниципальный) внешний долг - долговые обязательства публично-
правового образования, возникающие в иностранной валюте; 
расходные обязательства - обусловленные законом, иным нормативным правовым актом, 
договором 
или 
соглашением 
обязанности 
публично-правового 
образования 
(Российской 
Федерации, субъекта Российской Федерации, муниципального образования) или действующего от 
его имени казенного учреждения предоставить физическому или юридическому лицу, иному 
публично-правовому образованию, субъекту международного права средства из соответствующего 
бюджета; 
бюджетные обязательства - расходные обязательства, подлежащие исполнению в 
соответствующем финансовом году; 
публичные обязательства - обусловленные законом, иным нормативным правовым актом 
расходные обязательства публично-правового образования перед физическим или юридическим 
лицом, иным публично-правовым образованием, подлежащие исполнению в установленном 
соответствующим законом, иным нормативным правовым актом размере или имеющие 
установленный указанным законом, актом порядок его определения (расчета, индексации); 
публичные нормативные обязательства - публичные обязательства перед физическим 
лицом, подлежащие исполнению в денежной форме в установленном соответствующим законом, 
иным нормативным правовым актом размере или имеющие установленный порядок его 
индексации, 
за 
исключением 
выплат 
физическому 
лицу, 
предусмотренных 
статусом 
государственных (муниципальных) служащих, а также лиц, замещающих государственные 
должности Российской Федерации, государственные должности субъектов Российской Федерации, 
муниципальные должности, работников казенных учреждений, военнослужащих, проходящих 
военную службу по призыву (обладающих статусом военнослужащих, проходящих военную",Бюджетный кодекс Российской Федерации.pdf,3
"Что делать водителю, если документы о ДТП не могут быть оформлены без участия сотрудников полиции?","Если в соответствии с законодательством об обязательном страховании гражданской 
ответственности 
владельцев 
транспортных 
средств 
документы 
о 
дорожно-транспортном 
происшествии не могут быть оформлены без участия уполномоченных на то сотрудников полиции, 
водитель, причастный к нему, обязан записать фамилии и адреса очевидцев и сообщить о",ПДД Российской Федерации.pdf,9
Какие данные должны содержаться в сводке объемов и стоимости подрядных работ согласно ГОСТ МДС 81-10.2000?,"На основании локальных смет и указанных ведомостей потребности в материалах и строительных машинах по каждому
объекту стройки составляется Сводка объемов и стоимости подрядных работ по форме № 3-св, приведенной в прил.",Data1_2_2076_index.pdf,4
Какие меры наказания управляющего проекта за неудачное управление конкурентностью работников указаны в ГОСТ МДС 80-2.2000?,"Принудительный труд - выполнение работы под угрозой применения какого-либо наказания 
(насильственного воздействия), в том числе: 
в целях поддержания трудовой дисциплины; 
в качестве меры ответственности за участие в забастовке; 
в качестве средства мобилизации и использования рабочей силы для нужд экономического развития; 
в качестве меры наказания за наличие или выражение политических взглядов или идеологических 
убеждений, противоположных установленной политической, социальной или экономической системе; 
в качестве меры дискриминации по признакам расовой, социальной, национальной или религиозной 
принадлежности.",Трудовой кодекс Российской Федерации.pdf,2
Какие показатели включены в информацию о жилых кварталах и микрорайонах согласно ГОСТ МДС 11-7.2000?,"В пояснительной, записке к проекту застройки должны быть приведены
обоснования принятых архитектурно-планировочного и объемно-пространственного
решений застройки, очередности строительства, примененных типов и видов зданий и их
конструктивных решений, системы инженерного обустройства и озеленения территории,
уточнены расчеты проекта детальной планировки по потребности в зданиях и помещениях
обслуживания 
населения, 
приведены 
технико-экономические 
показатели 
проекта
застройки согласно приложению 15.",Data1_1_1904_index.pdf,22
В какие сроки должен быть направлен запрос о подтверждении выполнения соглашения?,"Запрос о выдаче должен содержать: 
1) наименование и адрес запрашивающего органа; 
2) полное имя лица, в отношении которого направлен запрос о выдаче, дату его рождения, данные о 
гражданстве, месте жительства или месте пребывания и другие данные о его личности, а также по 
возможности описание внешности, фотографию и другие материалы, позволяющие идентифицировать 
личность; 
3) изложение фактических обстоятельств и правовую квалификацию деяния, совершенного лицом, в 
отношении которого направлен запрос о выдаче, включая сведения о размере причиненного им ущерба, с 
приведением текста закона, предусматривающего ответственность за это деяние, и обязательным 
указанием санкций; 
4) сведения о месте и времени вынесения приговора, вступившего в законную силу, либо постановления о 
привлечении в качестве обвиняемого с приложением заверенных копий соответствующих документов.",Уголовно-процессуальный кодекс Российской Федерации.pdf,291
Какие размеры площадки для мини-волейбола указаны для детей 9 - 12 лет согласно ГОСТ МДС 35-7.2000?,"3
Таблица 3
Ванна
Габариты в
плане, м
Глубина, м
Пропускная
способность,
чел/смена
Примечания
 
Оздоровительно-
терапевтическая
А 3´7
0,25 - 1,35
2
А и Б - инвалиды с ПОДА,
желательно 
применение
подъемного дна
 
Б 6´12
0,6 - 0,85
12
 
Плескательная 
свободной
формы
15 - 35 м2
0 - 0,4
3 - 6
Для детей младшего возраста
 
Дети 6 - 12 лет
Более 25 м2
0,7 - 1,0
от 6
Учебная 
для 
обучения
плаванию
А 6´10
0,6 - 1,35
10
А - для детей всех категорий
инвалидности; Б - для взрослых
 
Б 8´16,6
0,8 - 1,35
24
 
Физкультурно-
оздоровительная 
для
оздоровительного плавания
А 8´16,6
0,9 - 1,45
24
А - для всех, кроме инвалидов с
параличом нижних конечностей;
Б - для всех категорий
 
Б 11´25
1,2 - 1,45
40
 
· Размеры и пропускная способность открытых площадок и ванн бассейнов
принимаются в соответствии с приведенными выше данными для крытых сооружений.",Data1_10_10847_index.pdf,24
Какие регионы освобождаются от уплаты налога на прибыль?,"От уплаты налога освобождаются следующие лица, на которых зарегистрированы транспортные 
средства, имеющие место нахождения в федеральной территории ""Сириус"": 
1) Герои Советского Союза, Герои Российской Федерации, Герои Социалистического Труда, полные 
кавалеры орденов Славы, Трудовой Славы, Герои Кубани, Герои труда Кубани, ветераны Великой 
Отечественной войны, ветераны боевых действий, физические лица, имеющие право на получение 
социальной поддержки в соответствии с Законом Российской Федерации от 15 мая 1991 года N 1244-I ""О 
социальной защите граждан, подвергшихся воздействию радиации вследствие катастрофы на 
Чернобыльской АЭС"", в соответствии с Федеральным законом от 26 ноября 1998 года N 175-ФЗ ""О 
социальной защите граждан Российской Федерации, подвергшихся воздействию радиации вследствие 
аварии в 1957 году на производственном объединении ""Маяк"" и сбросов радиоактивных отходов в реку 
Теча"" и в соответствии с Федеральным законом от 10 января 2002 года N 2-ФЗ ""О социальных гарантиях 
гражданам, подвергшимся радиационному воздействию вследствие ядерных испытаний на 
Семипалатинском полигоне"", физические лица, принимавшие непосредственное участие в составе 
подразделений особого риска в испытаниях ядерного и термоядерного оружия, ликвидации аварий 
ядерных установок на средствах вооружения и военных объектах, инвалиды I и II групп - в отношении 
автомобилей легковых с мощностью двигателя до 150 лошадиных сил включительно, моторных лодок с 
мощностью двигателя до 20 лошадиных сил включительно, мотоциклов и мотороллеров с мощностью 
двигателя до 35 лошадиных сил включительно;",Налоговый кодекс Российской Федерации.pdf,1552
Какие основания существуют для отказа в открытии лицевого счета участнику казначейского сопровождения?,"Основаниями для отказа в открытии лицевого счета участнику казначейского 
сопровождения (за исключением поставщика (подрядчика, исполнителя) по государственному 
(муниципальному) контракту) являются: 
1) наличие информации об участнике казначейского сопровождения в перечне организаций 
и физических лиц, в отношении которых имеются сведения об их причастности к экстремистской 
деятельности или терроризму, либо в перечне организаций и физических лиц, в отношении 
которых имеются сведения об их причастности к распространению оружия массового 
уничтожения; 
2) 
наличие 
в 
отношении 
участника 
казначейского 
сопровождения 
решения 
межведомственного координационного органа, осуществляющего функции по противодействию 
финансированию терроризма, о применении мер по замораживанию (блокированию) денежных 
средств или иного имущества; 
3) нахождение юридического лица под контролем юридического или физического лица, 
включенного в перечни, указанные в подпункте 1 настоящего пункта, или в отношении которого",Бюджетный кодекс Российской Федерации.pdf,364
Какие нормы СНиП регулируют использование товарного раствора?,"Для целей настоящей статьи использованием товарного знака признается его использование 
правообладателем или лицом, которому такое право предоставлено на основании лицензионного 
договора в соответствии со статьей 1489 настоящего Кодекса, либо другим лицом, осуществляющим 
использование товарного знака под контролем правообладателя, при условии, что использование 
товарного знака осуществляется в соответствии с пунктом 2 статьи 1484 настоящего Кодекса, за 
исключением случаев, когда соответствующие действия не связаны непосредственно с введением товара в 
гражданский оборот, а также использование товарного знака с изменением его отдельных элементов, не 
меняющим существа товарного знака и не ограничивающим охрану, предоставленную товарному знаку.",Гражданский кодекс Российской Федерации.pdf,631
Какие сроки и процедуры заключения соглашений о недопущении конкуренции описаны в ГОСТ МДС 80-2.2000?,"Наличие конкуренции между работниками внутри проектного института
означает, что созданы такие организационные, экономические и социальные условия,
которые позволяют директору института, управляющему проектом (ГИПу, ГАПу) и
начальнику основного проектного отдела (мастерской) принимать решения о том,
кому поручить выполнение работы, за какую цену и в какие сроки на конкурентной
основе, т.е.",Data1_10_10872_index.pdf,3
Какие меры рекомендованы для предотвращения попадания конденсата на перекрытия через стыки канализационных стояков согласно ГОСТ МДС 17-13.2000?,"обеспечение сохранности тепловых сетей, их сооружений и устройств в
соответствии с требованиями нормативно-технических документов, недопущение
несанкционированных действий в охранных зонах тепловых сетей, выполнение
требований теплоснабжающей организации, в ведении которой находятся тепловые
сети, направленных на обеспечение их сохранности и предотвращение угрозы
безопасности людей;
обеспечение учета тепловой энергии и теплоносителей; оперативное сообщение
теплоснабжающей организации обо всех нарушениях и неисправностях в работе
расчетных (коммерческих) приборов учета тепловой энергии и теплоносителей;
ежемесячное представление теплоснабжающей организации данных о расходе
тепловой энергии и теплоносителей по установленной форме на первый рабочий
день месяц (письменно);
соблюдение установленных договором режимов теплопотребления (максимальные
часовые и среднесуточные тепловые нагрузки и расходы теплоносителей,
температуры обратной сетевой воды, возвращение конденсата соответствующего
качества и количества); выполнение оперативных указаний теплоснабжающей
организации по режиму теплопотребления;
создание условий для возможного снижения расхода тепловой энергии и
теплоносителя для всех систем отопления и вентиляции в ночное, а также в
нерабочее 
время, 
праздничные 
и 
выходные 
дни 
до 
согласованного 
с
теплоснабжающей организацией уровня;
ежегодная до начала отопительного периода разработка по промышленным
предприятиям и представление в теплоснабжающую организацию мероприятий по
ограничению потребления тепловой энергии и теплоносителей для условий
возникновения дефицита тепловой мощности по отдельным котельным; сводные
графики составляются теплоснабжающей организацией и представляются на
утверждение органу местного самоуправления;
присоединение по предложению теплоснабжающей организации, к своим
тепловым сетям других потребителей (субабонентов), если таковые были
предусмотрены 
техническими 
условиями, 
выданными 
теплоснабжающей
организацией, и обеспечение условий их теплоснабжения в соответствии с
заключенными договорами;
недопущение утечки и разбора сетевой воды, не предусмотренных договором;
немедленное сообщение теплоснабжающей организации об авариях и иных
нарушениях при пользовании системой теплоснабжения;
извещение теплоснабжающей организации об отключении и ремонте тепловых
сетей и теплопотребляющих установок при их повреждении с указанием причин и
времени отключения; при аварийном прекращении циркуляции сетевой воды в
системе теплоснабжения при нулевой или отрицательной температуре наружного
воздуха по согласованию с теплоснабжающей организацией дренирование сетевой
воды из систем теплопотребления для предотвращения ее замерзания; включение
отремонтированных систем теплопотребления или их отдельных частей после
планового (летнего) ремонта, а также новых объектов только с разрешения
теплоснабжающей организации при наличии акта готовности или акта приемки
комиссией;
выполнение 
в 
согласованные 
с 
теплоснабжающей 
организацией 
сроки
мероприятий по подготовке системы теплопотребления и тепловой сети к устойчивой
работе в отопительный период и до его начала представление теплоснабжающей
организации соответствующих актов готовности;
принятие мер к недопущению затопления полуподвальных и подвальных
помещений, а также к уплотнению мест прохода трубопроводов через фундаменты и
стены для исключения попадания воды в эти помещения по каналам при
повреждении тепловой сети;",Data1_10_10871_index.pdf,15
