question,answer,sources
"Какие данные могут быть использованы для определения коэффициентов для пусконаладочных работ, если отсутствуют сметы во внутренних (базисных) ценах Российской Федерации, согласно ГОСТ МДС 81-21.2000?","В приведённом фрагменте ответа на ваш вопрос **нет в документах**.

Я вижу только общие положения про то, что коэффициенты для расчёта средств в смешанных (текущих/прогнозных и базисных) ценах должны определяться с использованием смет на пусконаладочные работы **в смешанных ценах и во внутренних (базисных) ценах Российской Федерации**, но **конкретный перечень данных**, какие брать для расчёта коэффициентов *если внутренних (базисных) смет нет*, в предоставленном тексте отсутствует.","Data1_10_10848_index.pdf:page_3, Data1_10_10864_index.pdf:page_19, Data1_10_10864_index.pdf:page_20, Data1_10_10864_index.pdf:page_33, Data1_10_10864_index.pdf:page_34, Data1_10_10864_index.pdf:page_4, Data1_10_10864_index.pdf:page_5, Data1_2_2069_index.pdf:page_8, Data1_2_2075_index.pdf:page_6, Data1_2_2117_index.pdf:page_1"
Какая средняя температура за июль в Вендинге согласно ГОСТ МДС 31-8.2002?,В предоставленном фрагменте таблицы для **Республика Коми — Вендинга** указано: **средняя температура за июль — 22 °С**.,"Data1_10_10846_index.pdf:page_13, Data1_10_10846_index.pdf:page_21, Data1_10_10846_index.pdf:page_23, Data1_10_10846_index.pdf:page_24, Data1_10_10846_index.pdf:page_25, Data1_10_10846_index.pdf:page_26, Data1_10_10846_index.pdf:page_28, Data1_10_10846_index.pdf:page_40, Data1_10_10871_index.pdf:page_6, Налоговый кодекс Российской Федерации.pdf:page_596"
Какие требования к оценке результатов конкурентности работников указаны в ГОСТ МДС 80-2.2000?,"В предоставленном фрагменте **МДС 80-2.2000 (“Использование конкуренции между работниками проектной организации…”)** **не указаны требования к оценке результатов конкурентности работников**.

В тексте встречаются:
- общие положения об организации внутренней конкуренции;
- упоминания о соглашениях о неразглашении/недопущении конкуренции;
- фрагменты про антимонопольные воздействия и про другие методические рекомендации (в т.ч. МДС 80-3.2000 по оценке оферт на торгах),
- но **нет раздела, где бы прямо формулировались требования к оценке результатов “конкурентности работников”**.

**Ответ: нет в документах.**","Data1_10_10754_index.pdf:page_22, Data1_10_10864_index.pdf:page_33, Data1_10_10865_index.pdf:page_21, Data1_10_10869_index.pdf:page_1, Data1_10_10869_index.pdf:page_3, Data1_10_10869_index.pdf:page_5, Data1_10_10872_index.pdf:page_1, Data1_10_10872_index.pdf:page_11, Data1_10_10872_index.pdf:page_5, Data1_10_10872_index.pdf:page_8"
Какие административные правонарушения имеют срок давности привлечения к ответственности два месяца?,"В предоставленных фрагментах **есть общий срок рассмотрения дела** об административном правонарушении **в двухмесячный срок** (например: «Дело… рассматривается в двухмесячный срок…»), но **перечня конкретных составов административных правонарушений**, для которых установлен **срок давности привлечения 2 месяца**, в тексте **нет**.

**Ответ: нет в документах.**","Административный кодекс Российской Федерации.pdf:page_18, Административный кодекс Российской Федерации.pdf:page_28, Административный кодекс Российской Федерации.pdf:page_32, Административный кодекс Российской Федерации.pdf:page_575, Административный кодекс Российской Федерации.pdf:page_599, Гражданский кодекс Российской Федерации.pdf:page_123, Гражданский кодекс Российской Федерации.pdf:page_124, Кодекс торгового мореплавания Российской Федерации.pdf:page_138, Налоговый кодекс Российской Федерации.pdf:page_353, Уголовный кодекс Российской Федерации.pdf:page_31"
Какие проверки должны проводиться в процессе строительства сооружений кабельной канализации согласно СНиП 3.01.03-84?,"В приведённом фрагменте текста **нет информации** о том, какие именно проверки должны проводиться в процессе строительства сооружений кабельной канализации согласно **СНиП 3.01.03-84**.  

Есть лишь общие сведения про геодезический контроль монтажа оборудования и про исполнительную съемку/исполнительные чертежи инженерных сетей, но прямых требований именно для **кабельной канализации** в процессе строительства по указанному СНиП — **нет в документах**.","Data1_10_10861_index.pdf:page_29, Data1_10_10861_index.pdf:page_33, Data1_11_11285_index.pdf:page_50, Data1_11_11285_index.pdf:page_55, Data1_11_11285_index.pdf:page_64, Data1_11_11285_index.pdf:page_66, Data1_11_11295_index.pdf:page_25, Data1_11_11295_index.pdf:page_26, Data1_1_1804_index.pdf:page_8, Data1_1_1879_index.pdf:page_28"
Какие законы регулируют установление транспортного налога?,"В тексте указано, что **транспортный налог устанавливается Налоговым кодексом РФ и законами субъектов Российской Федерации**:

- **НК РФ, глава 28 “Транспортный налог”**, статья **356**: налог устанавливается НК РФ и законами субъектов РФ о транспортном налоге, вводится в действие законами субъектов РФ и обязателен на территории соответствующего субъекта (если иное не предусмотрено ст. 356.1 НК РФ).
- Также в тексте упоминается, что законодательные органы субъектов РФ определяют **налоговую ставку** в пределах, установленных главой 28 НК РФ, и могут предусматривать **налоговые льготы** (ст. 356 НК РФ).","Data1_2_2070_index.pdf:page_14, Data1_2_2082_index.pdf:page_24, Data1_2_2116_index.pdf:page_6, Налоговый кодекс Российской Федерации.pdf:page_1552, Налоговый кодекс Российской Федерации.pdf:page_1554, Налоговый кодекс Российской Федерации.pdf:page_1555, Налоговый кодекс Российской Федерации.pdf:page_1556, Налоговый кодекс Российской Федерации.pdf:page_1557, Налоговый кодекс Российской Федерации.pdf:page_1559, Налоговый кодекс Российской Федерации.pdf:page_1562"
"Как долго должен работодатель ждать перед тем, как принять окончательное решение об увольнении?","Работодатель имеет право принять окончательное решение **по истечении десяти рабочих дней со дня получения соответствующим вышестоящим выборным профсоюзным органом проекта приказа и копий документов**, являющихся основанием для увольнения.","Трудовой кодекс Российской Федерации.pdf:page_164, Трудовой кодекс Российской Федерации.pdf:page_223, Трудовой кодекс Российской Федерации.pdf:page_235, Трудовой кодекс Российской Федерации.pdf:page_236, Трудовой кодекс Российской Федерации.pdf:page_242, Трудовой кодекс Российской Федерации.pdf:page_44, Трудовой кодекс Российской Федерации.pdf:page_52, Трудовой кодекс Российской Федерации.pdf:page_54, Трудовой кодекс Российской Федерации.pdf:page_55, Трудовой кодекс Российской Федерации.pdf:page_62"
По каким основаниям судья оставляет без движения административное искове заявление о признании нормативного правового акта недействующим?,"Судья оставляет без движения административное исковое заявление о признании нормативного правового акта недействующим **в случае несоответствия указанного заявления требованиям, установленным статьей 209 настоящего Кодекса** (ч. 3 соответствующей нормы):

- **«Судья оставляет без движения … в случае несоответствия указанного заявления требованиям, установленным статьей 209 настоящего Кодекса.»**","Арбитражный процессуальный кодекс Российской Федерации.pdf:page_63, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_98, Гражданский процессуальный кодекс Российской Федерации.pdf:page_123, Гражданский процессуальный кодекс Российской Федерации.pdf:page_54, Кодекс административного судопроизводства Российской Федерации.pdf:page_103, Кодекс административного судопроизводства Российской Федерации.pdf:page_111, Кодекс административного судопроизводства Российской Федерации.pdf:page_123, Кодекс административного судопроизводства Российской Федерации.pdf:page_146, Кодекс административного судопроизводства Российской Федерации.pdf:page_71, Кодекс административного судопроизводства Российской Федерации.pdf:page_73"
Какой законодательный акт регулирует порядок уплаты налога на добавленную стоимость (НДС) согласно ГОСТ МДС 81-23.2000?,"В приведённом фрагменте ГОСТ/МДС **81-23.2000** указано, что пособие составлено **в соответствии с законодательными актами Российской Федерации**, но **конкретный законодательный акт (название нормы/кодекса и статья), который регулирует порядок уплаты НДС, в этом тексте не указан**.

**Ответ: нет в документах**.","Data1_10_10848_index.pdf:page_2, Data1_1_1904_index.pdf:page_1, Data1_2_2070_index.pdf:page_1, Data1_2_2082_index.pdf:page_30, Налоговый кодекс Российской Федерации.pdf:page_144, Налоговый кодекс Российской Федерации.pdf:page_1613, Налоговый кодекс Российской Федерации.pdf:page_2, Налоговый кодекс Российской Федерации.pdf:page_385, Налоговый кодекс Российской Федерации.pdf:page_491, Налоговый кодекс Российской Федерации.pdf:page_524"
Какие нормы накладных расходов учитываются? (ГОСТ МДС 81-8.2000),"В предоставленном фрагменте **есть только ссылка на МДС 81-4.99** как документ, по которому берутся нормативы накладных расходов, но **самих норм (перечня/значений) именно “МДС 81-8.2000” в тексте нет**.

Что удалось найти из текста:
- **Накладные расходы определяются по нормативам накладных расходов по видам строительных и монтажных работ, приведенным в приложении 3 Методических указаний по определению величины накладных расходов в строительстве (МДС 81-4.99)**. (раздел 7.1: “Накладные расходы … в соответствии с нормативами … приведенными в приложении 3 МДС 81-4.99”).  

Ответ: **в тексте указано, что учитываются нормативы накладных расходов по видам строительных и монтажных работ из приложения 3 МДС 81-4.99.**","Data1_10_10754_index.pdf:page_28, Data1_10_10754_index.pdf:page_3, Data1_10_10848_index.pdf:page_3, Data1_10_10848_index.pdf:page_7, Data1_10_10864_index.pdf:page_12, Data1_10_10864_index.pdf:page_15, Data1_10_10864_index.pdf:page_25, Data1_10_10864_index.pdf:page_34, Data1_2_2075_index.pdf:page_1, Data1_2_2080_index.pdf:page_16"
Какая информация должна быть включена в единую государственную автоматизированную информационную систему учета древесины и сделок с ней?,"В предоставленном фрагменте **указана не исчерпывающая “вся” информация**, но прямо перечислено, что именно должна содержаться в системе **по ряду документов/операций** и **что именно подлежит внесению** в отношении древесины и объектов:

1) **В отношении ввезенной/вывезенной древесины** — формируется **отчет о балансе древесины**, который сопровождает события ввоза/вывоза (не позднее 1 рабочего дня). Также сказано, что **состав сведений** для такого отчета устанавливается уполномоченным федеральным органом (перечень в документе не раскрыт).

2) **Маркировка древесины**: должна обеспечивать возможность нанесения и считывания сведений; порядок маркировки, перечень информации, и требования к маркировке устанавливаются Правительством РФ (в фрагменте сам перечень не приведен).

3) **Кто и в отношении чего вносит сведения** (то есть “какая информация” вносится в систему в привязке к субъектам):
- лица, использующие леса / осуществляющие мероприятия по сохранению лесов — **в отношении древесины, полученной при использовании лесов и их сохранении, до вывоза из леса**;
- органы власти/ОМС, уполномоченные на договоры купли-продажи лесных насаждений для собственных нужд граждан — **в отношении древесины, заготовленной гражданами**;
- собственники древесины или уполномоченные лица — **в отношении транспортируемой древесины**;
- лица, владеющие местами складирования / объектами лесопереработки — **в отношении древесины и продукции ее переработки** (перечень продукции указан ссылкой на пункты, но сами пункты в фрагменте не раскрыты);
- стороны сделки — **в отношении древесины, являющейся предметом сделки**.

4) **Сведения, включаемые в декларацию о сделках с древесиной** (это прямо перечислено в тексте, как составляющие сведения, которые должны содержаться в декларации, связанной с учетом сделок):
- сведения о **договоре на аренду лесного участка или ином документе** (стороны/данные, местоположение лесного участка, дата/номер, срок, объем заготовки);
- сведения о **договоре купли-продажи лесных насаждений** (стороны, реквизиты, местоположение, дата/номер, срок, объем);
- сведения о **договоре, по которому приобретается/отчуждается древесина** (стороны, дата/номер, срок, объем, видовой/породный и сортиментный состав);
- сведения о **месте складирования древесины (при наличии)**.

Итого: в вашем фрагменте **приведены (а) категории информации**, которую система учитывает, **и (б) отдельные поля/сведения** (например, из состава декларации о сделках с древесиной), но **полный перечень всех сведений для системы целиком в тексте не дан** — он обозначается как устанавливаемый уполномоченным органом/Правительством РФ.","Административный кодекс Российской Федерации.pdf:page_124, Лесной кодекс Российской Федерации.pdf:page_25, Лесной кодекс Российской Федерации.pdf:page_26, Лесной кодекс Российской Федерации.pdf:page_27, Лесной кодекс Российской Федерации.pdf:page_29, Лесной кодекс Российской Федерации.pdf:page_30, Лесной кодекс Российской Федерации.pdf:page_31, Лесной кодекс Российской Федерации.pdf:page_32, Лесной кодекс Российской Федерации.pdf:page_33, Лесной кодекс Российской Федерации.pdf:page_75"
Какие координаты центра тяжести фигуры используются в примере согласно СНиП 3.01.03-84?,"В примере используются координаты центра тяжести фигуры:

- **x0 = 9,000 м**
- **y0 = 24,000 м**","Data1_11_11285_index.pdf:page_11, Data1_11_11285_index.pdf:page_13, Data1_11_11285_index.pdf:page_15, Data1_11_11285_index.pdf:page_16, Data1_11_11285_index.pdf:page_18, Data1_11_11285_index.pdf:page_20, Data1_11_11285_index.pdf:page_21, Data1_11_11285_index.pdf:page_43, Data1_11_11285_index.pdf:page_74, Data1_2_2079_index.pdf:page_16"
"Кто составляет акт о морском протесте, и какие данные используются для его составления?","В предоставленных фрагментах **нет информации** о том, **кто именно составляет акт о морском протесте** (или кем составляется «акт»/«заявление»).

Также **нет в документах** перечня того, какие **данные** используются именно для его составления.  

Есть лишь общий фрагмент про **заявление о морском протесте** и про обязанность капитана **представить доказательства** нотариусу/должностному лицу консульского учреждения или компетентному должностному лицу иностранного государства, но сведений о составителе акта и о том, какие данные включаются в «акт», в тексте выше нет.","Административный кодекс Российской Федерации.pdf:page_533, Административный кодекс Российской Федерации.pdf:page_575, Административный кодекс Российской Федерации.pdf:page_591, Административный кодекс Российской Федерации.pdf:page_593, Административный кодекс Российской Федерации.pdf:page_594, Административный кодекс Российской Федерации.pdf:page_595, Административный кодекс Российской Федерации.pdf:page_596, Кодекс торгового мореплавания Российской Федерации.pdf:page_135, Кодекс торгового мореплавания Российской Федерации.pdf:page_136, Кодекс торгового мореплавания Российской Федерации.pdf:page_56"
"Какой метод учета изменений уровня цен может предлагаться оферентом, согласно ГОСТ МДС 80-3.2000?","В предоставленном фрагменте **МДС 80-3.2000** прямо указано, что учет изменений уровня цен при оценке оферт может выполняться путем:

- **балльной оценки показателей** (когда часть показателей оценивается не по ст��имости), и/или  
- **экономического соизмерения затрат и прибыли с расчетом величины приведенных затрат** (в тексте: «расчета величины приведенных затрат или смешанная (балльно-экономическая) оценка»).

То есть метод учета изменений уровня цен в терминах документа сводится к оценке через **приведенные затраты** (и при необходимости — в **смешанной балльно-экономической** форме).","Data1_10_10848_index.pdf:page_6, Data1_10_10866_index.pdf:page_1, Data1_10_10869_index.pdf:page_1, Data1_10_10869_index.pdf:page_2, Data1_10_10869_index.pdf:page_7, Data1_10_10869_index.pdf:page_8, Data1_2_2069_index.pdf:page_7, Data1_2_2075_index.pdf:page_1, Data1_2_2075_index.pdf:page_17, Data1_2_2117_index.pdf:page_1"
Какой ГОСТ или СНиП определяет методы разработки УПБС на основе ресурсной технологической модели?,"В предоставленных фрагментах **нет ссылки на конкретный ГОСТ или СНиП**, который бы прямо определял методы разработки УПБС на основе ресурсной технологической модели.

Частично по тексту можно указать лишь на то, что методика разработки УПБС описана в **самих “Методических рекомендациях”** Минстроя России, например:
- *«Методические рекомендации … по формированию и использованию УПБС с учетом потребительских свойств…» (Москва 1996)*
- и упоминается раздел **«Рекомендуемый порядок разработки УПБС на основе унифицированной ресурсно-технологической модели…»** (но без указания ГОСТ/СНиП).

**ГОСТ или СНиП:** **нет в документах**.","Data1_10_10859_index.pdf:page_8, Data1_2_2075_index.pdf:page_3, Data1_2_2080_index.pdf:page_1, Data1_2_2080_index.pdf:page_2, Data1_2_2080_index.pdf:page_34, Data1_2_2081_index.pdf:page_1, Data1_2_2081_index.pdf:page_2, Data1_2_2081_index.pdf:page_3, Data1_2_2081_index.pdf:page_8, Data1_2_2117_index.pdf:page_1"
Какие подотраслевые индексы существуют?,"В тексте перечислены **подотраслевые индексы** в виде формулировки:

- «**Индексы по элементам технологии и структуры** капитальных вложений» (для уровней укрупнения, включая **отрасли, подотрасли, предприятия, здания, сооружения**), обозначения: **Икi, Исрi, Имрi, Иoi, Ипзi**.

То есть подотраслевые индексы существуют на уровне **«Отрасли, подотрасли…»** и включают индексы по элементам:  
**капитальные вложения всего (Икi), строительные работы (Исрi), монтажные работы (Имрi), оборудование, мебель, инвентарь (Иои), прочие затраты (Ипзi).**","Data1_10_10864_index.pdf:page_24, Data1_2_2075_index.pdf:page_2, Data1_2_2079_index.pdf:page_5, Data1_2_2079_index.pdf:page_6, Data1_2_2079_index.pdf:page_8, Data1_2_2080_index.pdf:page_10, Data1_2_2080_index.pdf:page_30, Data1_2_2117_index.pdf:page_2, Налоговый кодекс Российской Федерации.pdf:page_1441, Налоговый кодекс Российской Федерации.pdf:page_1445"
Какова цель дублирования при подготовке оперативных руководителей и персонала? (МДС 15-13.2000),"В представленном фрагменте **МДС 13-15.2000** указано, что дублирование применяется как этап допуска к самостоятельной работе для оперативных руководителей и оперативного/оперативно-ремонтного персонала, включая порядок оформления допуска и требования к его продолжительности (пп. **21–22**), а также что в иных случаях возможно заменить дублирование противопожарными и противоаварийными тренировками (п. **22**).

Однако **прямой формулировки “цели дублирования”** (в смысле “зачем проводится дублирование”) в приведенном тексте **нет**.

**Ответ: нет в документах**.","Data1_10_10852_index.pdf:page_27, Data1_10_10859_index.pdf:page_1, Data1_10_10862_index.pdf:page_1, Data1_10_10862_index.pdf:page_11, Data1_10_10862_index.pdf:page_2, Data1_10_10862_index.pdf:page_3, Data1_10_10862_index.pdf:page_9, Data1_10_10872_index.pdf:page_1, Data1_10_10872_index.pdf:page_4, Data1_10_10872_index.pdf:page_5"
Что не допускается при нарушении отделочного слоя согласно СНиП III-21-73* 1981?,"В тексте приведены требования по **разрушению и повреждению отделочного слоя**, включая облицовку и штукатурку, но формулировка **«что не допускается» именно при нарушении отделочного слоя** в явном виде дана как общее правило:

**«Не допускается»** (разрушение/повреждение отделочного слоя, в том числе облицовки керамической плитки, образование трещин или околов в углах плиток, ржавые потеки из швов облицовки).  

Конкретный ответ в одном предложении по вопросу: **не допускается разрушение и повреждение отделочного слоя (в т.ч. облицовки), образование трещин/околов в углах плиток и появление ржавых потеков из швов облицовки**.","Data1_10_10852_index.pdf:page_3, Data1_10_10861_index.pdf:page_12, Data1_10_10861_index.pdf:page_14, Data1_10_10861_index.pdf:page_16, Data1_10_10861_index.pdf:page_17, Data1_10_10861_index.pdf:page_18, Data1_10_10861_index.pdf:page_39, Data1_10_10861_index.pdf:page_41, Data1_10_10861_index.pdf:page_7, Data1_10_10861_index.pdf:page_9"
"Какие изменения внесены в Закон ""Об акцизах"" в статье 1?","В предоставленном тексте содержится только начало записи: указано, что в статье 1 «указывается о введении акцизов», но конкретные изменения в Закон «Об акцизах» (что именно изменено) дальше не приведены.

**Ответ:** нет в документах.","Data1_2_2082_index.pdf:page_24, Data1_2_2082_index.pdf:page_25, Бюджетный кодекс Российской Федерации.pdf:page_48, Налоговый кодекс Российской Федерации.pdf:page_544, Налоговый кодекс Российской Федерации.pdf:page_604, Налоговый кодекс Российской Федерации.pdf:page_629, Налоговый кодекс Российской Федерации.pdf:page_635, Налоговый кодекс Российской Федерации.pdf:page_651, Налоговый кодекс Российской Федерации.pdf:page_659, Налоговый кодекс Российской Федерации.pdf:page_715"
Какой штраф грозит должностным лицам за воспрепятствование осуществлению права на свободу совести и свободу вероисповедания?,Штраф за воспрепятствование осуществлению права на свободу совести и свободу вероисповедания для **должностных лиц** составляет **от 50 000 до 100 000 рублей**.,"Административный кодекс Российской Федерации.pdf:page_42, Уголовный кодекс Российской Федерации.pdf:page_154, Уголовный кодекс Российской Федерации.pdf:page_156, Уголовный кодекс Российской Федерации.pdf:page_194, Уголовный кодекс Российской Федерации.pdf:page_223, Уголовный кодекс Российской Федерации.pdf:page_233, Уголовный кодекс Российской Федерации.pdf:page_243, Уголовный кодекс Российской Федерации.pdf:page_247, Уголовный кодекс Российской Федерации.pdf:page_54, Уголовный кодекс Российской Федерации.pdf:page_55"
"Какие затраты, связанные с командированием работников подрядных организаций на стройки при обязанности российской организации относятся на объемы работ, выполняемые российскими организациями (ГОСТ)?","В приведенном фрагменте **есть только общая расшифровка**, какие бывают затраты по командировкам, но **нет конкретного пункта**, который бы прямо отвечал на ваш вопрос в формулировке “при обязанности российской организации — относятся/не относятся на объемы работ, выполняемые российскими организациями (ГОСТ)”.

Из текста документа следует лишь общее:
- далее упоминается **“Затраты на командирование специалистов российских организаций за границу”** (в составе отдельных расчетов/форм сметной стоимости);
- также есть перечень “расходы на командировки” (проезд, проживание, суточные и т.п.).

Однако **в вашем фрагменте нет раздела/таблицы**, где именно для **“командирование работников подрядных организаций на стройки”** и именно при **обязанности российской организации** указано, что эти затраты относятся на **объемы работ российскими организациями**.

**Ответ: нет в документах**.","Data1_10_10848_index.pdf:page_10, Data1_10_10848_index.pdf:page_8, Data1_10_10848_index.pdf:page_9, Data1_2_2069_index.pdf:page_13, Data1_2_2069_index.pdf:page_17, Data1_2_2082_index.pdf:page_13, Data1_2_2082_index.pdf:page_15, Data1_2_2082_index.pdf:page_16, Data1_2_2082_index.pdf:page_7, Налоговый кодекс Российской Федерации.pdf:page_971"
Какие обосновывающие документы требуются для расчета затрат на приобретение малоценного и хозяйственного инвентаря согласно ГОСТ МДС 81-7.2000?,"В приведенных фрагментах по статье **4.10. «Приобретение малоценного и хозяйственного инвентаря»** прямо указано обоснование:

- **Обосновывающие документы:** **«-»-** (то есть в тексте конкретный документ не назван)  
- В другом месте для этой же статьи встречается: **«То же»**, что также означает отсылку к предыдущему обоснованию, но конкретного документа в данном фрагменте не раскрывает.

Итог: **конкретного наименования обосновывающего документа для 4.10 в данных выдержках нет**.","Data1_10_10848_index.pdf:page_2, Data1_10_10848_index.pdf:page_3, Data1_10_10859_index.pdf:page_8, Data1_10_10865_index.pdf:page_24, Data1_2_2076_index.pdf:page_1, Data1_2_2079_index.pdf:page_1, Data1_2_2116_index.pdf:page_11, Data1_2_2116_index.pdf:page_7, Data1_2_2116_index.pdf:page_8, Data1_2_2116_index.pdf:page_9"
Когда вступает в силу решение об аннулировании свидетельства?,"В тексте указано: **«…аннулирование свидетельства … с даты начала действия аннулированного свидетельства…»** (соответствующий фрагмент относится к пункту, где сказано, что действие свидетельства аннулируется по решению налогового органа **с даты начала действия** такого свидетельства).

Других точных сроков/дат вступления решения об аннулировании в силу в предоставленных фрагментах **нет в документах**.","Арбитражный процессуальный кодекс Российской Федерации.pdf:page_110, Налоговый кодекс Российской Федерации.pdf:page_550, Налоговый кодекс Российской Федерации.pdf:page_553, Налоговый кодекс Российской Федерации.pdf:page_556, Налоговый кодекс Российской Федерации.pdf:page_558, Налоговый кодекс Российской Федерации.pdf:page_572, Налоговый кодекс Российской Федерации.pdf:page_574, Налоговый кодекс Российской Федерации.pdf:page_582, Налоговый кодекс Российской Федерации.pdf:page_590, Семейный кодекс Российской Федерации.pdf:page_5"
"Какие исключения существуют для домов и дворцов культуры, расположенных в городах, районных центрах, поселках городского типа?","В предоставленном фрагменте **нет информации об исключениях для домов и дворцов культуры**, расположенных в городах, районных центрах и поселках городского типа.

Есть только общие упоминания про **помещения соцкультбыта** (например, какие помещения могут **не предусматриваться** с естественным освещением), а также перечисления **типов объектов** (культура/культурно-бытовое строительство), но **конкретных исключений по локации “дом/дворец культуры в городах, районных центрах, ПГТ” в тексте нет**.

**Ответ: нет в документах.**","Data1_10_10865_index.pdf:page_20, Data1_2_2080_index.pdf:page_33, Градостроительный кодекс Российской Федерации.pdf:page_85, Градостроительный кодекс Российской Федерации.pdf:page_86, Градостроительный кодекс Российской Федерации.pdf:page_87, Земельный кодекс Российской Федерации.pdf:page_173, Земельный кодекс Российской Федерации.pdf:page_183, Лесной кодекс Российской Федерации.pdf:page_8, Лесной кодекс Российской Федерации.pdf:page_99, Налоговый кодекс Российской Федерации.pdf:page_393"
Какой индекс в прогнозном уровне указан для монтажных работ в 1994 году для объектов производственного назначения?,"В таблице **«Направления использования капитальных вложений по данной стройке»** в разделе **I. Объекты производственного назначения** за **1994 г.** указано:

- **монтажные работы**: **индекс в прогнозном уровне = 25**.","Data1_10_10754_index.pdf:page_21, Data1_10_10754_index.pdf:page_22, Data1_2_2075_index.pdf:page_15, Data1_2_2075_index.pdf:page_17, Data1_2_2075_index.pdf:page_9, Data1_2_2079_index.pdf:page_19, Data1_2_2080_index.pdf:page_27, Data1_2_2080_index.pdf:page_30, Data1_2_2117_index.pdf:page_10, Data1_2_2117_index.pdf:page_6"
Какие разделы могут входить в техническую часть тендерной документации согласно ГОСТ МДС-80-8.2000?,"В предоставленных материалах **прямого перечня разделов технической части тендерной документации “согласно ГОСТ МДС-80-8.2000” нет**.  

Однако в тексте приведено содержание раздела **«Состав технической части тендерной документации»** (как ориентир того, что именно включают в техническую часть). Там перечислены разделы:

- 3.1. Пояснительная записка  
- 3.2. Генеральный план, опорные и ситуационные планы, схемы инженерных сетей  
- 3.3. Основные положения, характеризующие архитектурно-строительные, принципиальные конструктивные и технологические решения зданий и сооружений  
- 3.4. Ведомости физических объемов работ  
- 3.5. Особые технические условия на объект торгов  
- 3.6. Показатели (объемные и по площадям) по зданиям и сооружениям  
- 3.7. Оборудование и материалы  
- 3.8. Основные положения по организации строительства, сроки и графики строительства объектов торгов и видов работ  
- 3.9. Информация о системах измерения, стандартов, испытаний и сертификации  
- 3.10. Материалы инженерных изысканий  
- 3.11. Экологические требования  

Кроме того, в тексте упоминается блок **«Состав технической части документации оферты»** (4.1–4.5), но это уже не сама техническая часть тендерной документации, а состав оферты.","Data1_10_10858_index.pdf:page_25, Data1_10_10859_index.pdf:page_8, Data1_10_10865_index.pdf:page_2, Data1_10_10865_index.pdf:page_3, Data1_10_10865_index.pdf:page_37, Data1_10_10865_index.pdf:page_44, Data1_10_10866_index.pdf:page_1, Data1_10_10867_index.pdf:page_2, Data1_10_10869_index.pdf:page_2, Data1_2_2079_index.pdf:page_1"
